   ,WR#,DESCR,WRST_CD,VERS_ID_SEQ,VER_TYP,SCAN_DOC,URL_SCAN_CHAU_DOC
215,76H 30043133,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76H&WR_Number=30043133&Extension=&WR_Type=PROVISIONAL PERMIT,
216,76H 30046166,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76H&WR_Number=30046166&Extension=&WR_Type=PROVISIONAL PERMIT,
217,76H 30046211,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76H&WR_Number=30046211&Extension=&WR_Type=PROVISIONAL PERMIT,
218,76H 30051779,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76H&WR_Number=30051779&Extension=&WR_Type=PROVISIONAL PERMIT,
219,76H 30150412,PROVISIONAL PERMIT,PEND,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76H&WR_Number=30150412&Extension=&WR_Type=PROVISIONAL PERMIT,
220,76K 30015763,GROUND WATER CERTIFICATE,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76K&WR_Number=30015763&Extension=&WR_Type=GROUND WATER CERTIFICATE,
221,76K 30045589,PROVISIONAL PERMIT,ACTV,3,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76K&WR_Number=30045589&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76K&WR_Number=30071141&Extension=&WR_Type=CHANGE AUTHORIZATION
222,76K 30064113,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76K&WR_Number=30064113&Extension=&WR_Type=PROVISIONAL PERMIT,
223,76LJ 103251 00,STATEMENT OF CLAIM,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=103251&Extension= 00&WR_Type=STATEMENT OF CLAIM,
224,76LJ 103317 00,STATEMENT OF CLAIM,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=103317&Extension= 00&WR_Type=STATEMENT OF CLAIM,
225,76LJ 111158 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=111158&Extension= 00&WR_Type=PROVISIONAL PERMIT,
226,76LJ 117054 00,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=117054&Extension= 00&WR_Type=PROVISIONAL PERMIT,
227,76LJ 22105 00,PROVISIONAL PERMIT,ACTV,4,REDU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=22105&Extension= 00&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30151420&Extension=&WR_Type=CHANGE AUTHORIZATION
228,76LJ 30000995,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30000995&Extension=&WR_Type=PROVISIONAL PERMIT,
229,76LJ 30002106,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30002106&Extension=&WR_Type=PROVISIONAL PERMIT,
230,76LJ 30002107,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30002107&Extension=&WR_Type=PROVISIONAL PERMIT,
231,76LJ 30003798,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30003798&Extension=&WR_Type=PROVISIONAL PERMIT,
232,76LJ 30005993,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30005993&Extension=&WR_Type=PROVISIONAL PERMIT,
233,76LJ 30006015,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30006015&Extension=&WR_Type=PROVISIONAL PERMIT,
234,76LJ 30006144,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30006144&Extension=&WR_Type=PROVISIONAL PERMIT,
235,76LJ 30006163,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30006163&Extension=&WR_Type=PROVISIONAL PERMIT,
236,76LJ 30006818,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30006818&Extension=&WR_Type=PROVISIONAL PERMIT,
237,76LJ 30007245,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30007245&Extension=&WR_Type=PROVISIONAL PERMIT,
238,76LJ 30011142,PROVISIONAL PERMIT,TERM,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30011142&Extension=&WR_Type=PROVISIONAL PERMIT,
239,76LJ 30011160,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30011160&Extension=&WR_Type=PROVISIONAL PERMIT,
240,76LJ 30011337,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30011337&Extension=&WR_Type=PROVISIONAL PERMIT,
241,76LJ 30011517,PROVISIONAL PERMIT,ACTV,3,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30011517&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30122620&Extension=&WR_Type=CHANGE AUTHORIZATION
242,76LJ 30012298,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30012298&Extension=&WR_Type=PROVISIONAL PERMIT,
243,76LJ 30015142,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30015142&Extension=&WR_Type=PROVISIONAL PERMIT,
244,76LJ 30017113,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30017113&Extension=&WR_Type=PROVISIONAL PERMIT,
245,76LJ 30018737,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30018737&Extension=&WR_Type=PROVISIONAL PERMIT,
246,76LJ 30024283,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30024283&Extension=&WR_Type=PROVISIONAL PERMIT,
247,76LJ 30026983,PROVISIONAL PERMIT,EXPR,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30026983&Extension=&WR_Type=PROVISIONAL PERMIT,
248,76LJ 30027293,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30027293&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30049640&Extension=&WR_Type=CHANGE AUTHORIZATION
249,76LJ 30028079,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30028079&Extension=&WR_Type=PROVISIONAL PERMIT,
250,76LJ 30030092,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30030092&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30049640&Extension=&WR_Type=CHANGE AUTHORIZATION
251,76LJ 30031036,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30031036&Extension=&WR_Type=PROVISIONAL PERMIT,
252,76LJ 30041576,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30041576&Extension=&WR_Type=PROVISIONAL PERMIT,
253,76LJ 30044172,GROUND WATER CERTIFICATE,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30044172&Extension=&WR_Type=GROUND WATER CERTIFICATE,
254,76LJ 30044581,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30044581&Extension=&WR_Type=PROVISIONAL PERMIT,
255,76LJ 30044582,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30044582&Extension=&WR_Type=PROVISIONAL PERMIT,
256,76LJ 30044584,PROVISIONAL PERMIT,EXPR,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30044584&Extension=&WR_Type=PROVISIONAL PERMIT,
257,76LJ 30044872,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30044872&Extension=&WR_Type=PROVISIONAL PERMIT,
258,76LJ 30045268,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30045268&Extension=&WR_Type=PROVISIONAL PERMIT,
259,76LJ 30045405,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30045405&Extension=&WR_Type=PROVISIONAL PERMIT,
260,76LJ 30046177,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30046177&Extension=&WR_Type=PROVISIONAL PERMIT,
261,76LJ 30046400,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30046400&Extension=&WR_Type=PROVISIONAL PERMIT,
262,76LJ 30048051,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30048051&Extension=&WR_Type=PROVISIONAL PERMIT,
263,76LJ 30048240,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30048240&Extension=&WR_Type=PROVISIONAL PERMIT,
264,76LJ 30048581,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30048581&Extension=&WR_Type=PROVISIONAL PERMIT,
265,76LJ 30050378,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30050378&Extension=&WR_Type=PROVISIONAL PERMIT,
266,76LJ 30050564,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30050564&Extension=&WR_Type=PROVISIONAL PERMIT,
267,76LJ 30051928,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30051928&Extension=&WR_Type=PROVISIONAL PERMIT,
268,76LJ 30051930,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30051930&Extension=&WR_Type=PROVISIONAL PERMIT,
269,76LJ 30052004,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30052004&Extension=&WR_Type=PROVISIONAL PERMIT,
270,76LJ 30062687,PROVISIONAL PERMIT,ACTV,3,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30062687&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30149103&Extension=&WR_Type=CHANGE AUTHORIZATION
271,76LJ 30063181,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30063181&Extension=&WR_Type=PROVISIONAL PERMIT,
272,76LJ 30063281,PROVISIONAL PERMIT,TERM,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30063281&Extension=&WR_Type=PROVISIONAL PERMIT,
273,76LJ 30063778,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30063778&Extension=&WR_Type=PROVISIONAL PERMIT,
274,76LJ 30064042,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30064042&Extension=&WR_Type=PROVISIONAL PERMIT,
275,76LJ 30064206,PROVISIONAL PERMIT,ACTV,2,CHAU,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30064206&Extension=&WR_Type=PROVISIONAL PERMIT,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30154028&Extension=&WR_Type=CHANGE AUTHORIZATION
276,76LJ 30064207,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30064207&Extension=&WR_Type=PROVISIONAL PERMIT,
277,76LJ 30065600,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30065600&Extension=&WR_Type=PROVISIONAL PERMIT,
278,76LJ 30065601,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30065601&Extension=&WR_Type=PROVISIONAL PERMIT,
279,76LJ 30065735,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30065735&Extension=&WR_Type=PROVISIONAL PERMIT,
280,76LJ 30065861,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30065861&Extension=&WR_Type=PROVISIONAL PERMIT,
281,76LJ 30066211,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30066211&Extension=&WR_Type=PROVISIONAL PERMIT,
282,76LJ 30066293,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30066293&Extension=&WR_Type=PROVISIONAL PERMIT,
283,76LJ 30067027,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30067027&Extension=&WR_Type=PROVISIONAL PERMIT,
284,76LJ 30067956,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30067956&Extension=&WR_Type=PROVISIONAL PERMIT,
285,76LJ 30070134,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30070134&Extension=&WR_Type=PROVISIONAL PERMIT,
286,76LJ 30070830,PROVISIONAL PERMIT,ACTV,1,ORIG,https://dataportal.mt.gov/t/DOASITSDIBMDBA/views/DNRC_P/DNRCDash?:showAppBanner=false&:display_count=n&:showVizHome=n&:origin=viz_share_link&:embed=yes&:linktarget=_parent&Basin=76LJ&WR_Number=30070830&Extension=&WR_Type=PROVISIONAL PERMIT,
